id_en	text_fr	text_clean
en_1599	Deux astronautes qui sortaient ensemble ont du mettre un terme à leur relation car chacun avait besoin de son espace personnel.	Deux astronautes qui sortaient ensemble ont du mettre un terme à leur relation car chacun avait besoin de son espace personnel.
en_1599	Deux astronautes qui sortaient ensemble ont dû se séparer car ils avaient tout les deux besoin d'espace.	Deux astronautes qui sortaient ensemble ont dû se séparer car ils avaient tout les deux besoin d'espace.
en_1599	Deux astronautes qui flirtaient ensemble ont du arrêter, ils avaient besoin d'espace.	Deux astronautes qui flirtaient ensemble ont du arrêter, ils avaient besoin d'espace.
en_1599	Ce couple d'astronautes a rompu car ils avaient besoin d'espace.	Ce couple d'astronautes a rompu car ils avaient besoin d'espace.
en_1599	Deux astronautes qui sortaient ensemble ont rompu : chacun trouvait que l'autre ne lui laissait pas assez d'espace.	Deux astronautes qui sortaient ensemble ont rompu : chacun trouvait que l'autre ne lui laissait pas assez d'espace.
en_1599	Deux astronautes en couple ont divorcé parce qu'ils avaient besoin d'espace.	Deux astronautes en couple ont divorcé parce qu'ils avaient besoin d'espace.
en_1599	Un couple d'astronautes s'est séparé car ils avaient tous les deux besoin d'espace.	Un couple d'astronautes s'est séparé car ils avaient tous les deux besoin d'espace.
en_1599	Deux astronautes qui se fréquentaient ont mis fin à leur relation car ils avaient tous deux besoin d’espace.	Deux astronautes qui se fréquentaient ont mis fin à leur relation car ils avaient tous deux besoin d’espace.
en_1599	Je connais deux astronautes qui sortaient ensemble. Ils ont fini par se séparer parce-qu'ils avaient chacun besoin de plus d'espace.	Je connais deux astronautes qui sortaient ensemble. Ils ont fini par se séparer parce-qu'ils avaient chacun besoin de plus d'espace.
en_1599	Deux astronautes ont mit un terme à leur rendez-vous amoureux car ils avaient tous les deux besoin d'espace pour souffler	Deux astronautes ont mit un terme à leur rendez-vous amoureux car ils avaient tous les deux besoin d'espace pour souffler
en_1599	Deux astronautes étaient en couple mais se sont séparés car ils avaient besoin de plus d'espace.	Deux astronautes étaient en couple mais se sont séparés car ils avaient besoin de plus d'espace.
en_1599	Deux astronautes ont mis fin à leur flirt car ils avaient peur de comète une erreur.	Deux astronautes ont mis fin à leur flirt car ils avaient peur de comète une erreur.
en_160	"Allond danser!", s'emballa Toto	"Allond danser!", s'emballa Toto
en_160	Quel est le comble pour une valse ? De ne pas avoir de bal.	Quel est le comble pour une valse ? De ne pas avoir de bal.
en_160	Quel est le comble pour un couple de danseurs sur le point de perfomer ? D'envoyer sa partenaire valser.	Quel est le comble pour un couple de danseurs sur le point de perfomer ? D'envoyer sa partenaire valser.
en_1611	Le pistilet d'une fleur est sa seule défense contre les insectes.	Le pistilet d'une fleur est sa seule défense contre les insectes.
en_1611	Le pistilet de la fleur c’est sa seule protection contre les insectes.	Le pistilet de la fleur c’est sa seule protection contre les insectes.
en_1611	Les fleurs portent un pistil-et pour se protéger contre les insects.	Les fleurs portent un pistil-et pour se protéger contre les insects.
en_1611	Pour se défendre contre les insectes qui volent et revolver elles, les fleurs n'ont rien d'autre qu'une arme à feuilles.	Pour se défendre contre les insectes qui volent et revolver elles, les fleurs n'ont rien d'autre qu'une arme à feuilles.
en_1611	Quand tu es une fleur et que tu dois te défendre contre les insectes qui volent et revolver toi, tue n'a rien d'autre que ton arme à feuilles étamine.	Quand tu es une fleur et que tu dois te défendre contre les insectes qui volent et revolver toi, tue n'a rien d'autre que ton arme à feuilles étamine.
en_1611	La seule défense d'une fleur contre les insectes, c'est son pistil.	La seule défense d'une fleur contre les insectes, c'est son pistil.
en_1615	Si tu bois une soupe vieille d'une semaine, ne t'étonne pas après si tu te fais rabrouet parce que tu as mauvaise haleine !	Si tu bois une soupe vieille d'une semaine, ne t'étonne pas après si tu te fais rabrouet parce que tu as mauvaise haleine !
en_1615	Si tu manges du gaspacho vieux de 9 jours tu risques d’avoir des problèmes d’estomate.	Si tu manges du gaspacho vieux de 9 jours tu risques d’avoir des problèmes d’estomate.
en_1621	La course de lévrier à été annulée à cause d'une infestation de puces. Les parieurs ont dû se contenter de jeux à gratter.	La course de lévrier à été annulée à cause d'une infestation de puces. Les parieurs ont dû se contenter de jeux à gratter.
en_1621	Le chat avait un problème parasitaire, il a du être pucé.	Le chat avait un problème parasitaire, il a du être pucé.
en_1622	J'ai cuisiné 3kg d'épinards, ça devrait me fer la semaine.	J'ai cuisiné 3kg d'épinards, ça devrait me fer la semaine.
en_1622	J'ai fait beaucoup de soupe de poisson, ils m'en raieste pour toute la semaine.	J'ai fait beaucoup de soupe de poisson, ils m'en raieste pour toute la semaine.
en_1622	Mon bouillon a des yeux. Mes pommes de terre ont des yeux. Je fais bien attention de manger à heures fixes.	Mon bouillon a des yeux. Mes pommes de terre ont des yeux. Je fais bien attention de manger à heures fixes.
en_1622	J'ai fait une grosse marmite de soupe d'yeux de poissons, j'ai de quoi voir venir pour le reste de la semaine.	J'ai fait une grosse marmite de soupe d'yeux de poissons, j'ai de quoi voir venir pour le reste de la semaine.
en_1622	J'ai fait de la soupe d'oeil de poisson, ça devrait m'aider à voir venir la semaine.	J'ai fait de la soupe d'oeil de poisson, ça devrait m'aider à voir venir la semaine.
en_1622	J'ai fait une grosse quantité de soupe d'yeux de poissons, ça devrait me permettre de voir venir.	J'ai fait une grosse quantité de soupe d'yeux de poissons, ça devrait me permettre de voir venir.
en_1622	Je viens de cuisiner une pleine marmite de soupe aux yeux de poisson, j'ai de quoi voir venir, au moins toute une semaine !	Je viens de cuisiner une pleine marmite de soupe aux yeux de poisson, j'ai de quoi voir venir, au moins toute une semaine !
en_1622	Je viens de préparer de la soupe de poisson, j'en ai flétan que ça va me tenir la semaine.	Je viens de préparer de la soupe de poisson, j'en ai flétan que ça va me tenir la semaine.
en_1622	Je vous dit que j'ai fais de la soupe avec des yeux de poisson, même si ça ne regarde que moi	Je vous dit que j'ai fais de la soupe avec des yeux de poisson, même si ça ne regarde que moi
en_1622	J’ai préparé une soupe à la cervelle, elle va me rester en tête toute la semaine.	J’ai préparé une soupe à la cervelle, elle va me rester en tête toute la semaine.
en_1622	Je suis tombé malade après m'être empiffré de soupe de lentilles. J'aurais dû le voir venir.	Je suis tombé malade après m'être empiffré de soupe de lentilles. J'aurais dû le voir venir.
en_1622	J’ai fait un potage pour me calmer car j’étais un peu soupe au lait.	J’ai fait un potage pour me calmer car j’étais un peu soupe au lait.
en_1622	J'ai fait une grosse fournée de soupe aux yeux de poisson, avec ça j'ai de quoi voir venir pour la semaine entière.	J'ai fait une grosse fournée de soupe aux yeux de poisson, avec ça j'ai de quoi voir venir pour la semaine entière.
en_1622	J'ai préparé une soupe au pain, ça baigne pour toute la semaine.	J'ai préparé une soupe au pain, ça baigne pour toute la semaine.
en_1622	Avec ce bon peu de soupe aux yeux de poisson, je devrais voir venir pour toute la semaine.	Avec ce bon peu de soupe aux yeux de poisson, je devrais voir venir pour toute la semaine.
en_1626	Le bouffon du roi venait de se moquer de sa femme estropiée, que l'homme lui dit : "métacarpe et on y va"	Le bouffon du roi venait de se moquer de sa femme estropiée, que l'homme lui dit : "métacarpe et on y va"
en_1626	Arrivant en retard à une réunion de maçons, le PDG a trébuché sur une truelle et s'est cassé le fait-mur.	Arrivant en retard à une réunion de maçons, le PDG a trébuché sur une truelle et s'est cassé le fait-mur.
en_1626	En retard, le sénateur Kennedy a glissé sur une peau de banane et est tombé lourdement, dérangeant les discussions intenses de la sous-commission, mais au moins son entrée a marqué le coup humérustiquement parlant	En retard, le sénateur Kennedy a glissé sur une peau de banane et est tombé lourdement, dérangeant les discussions intenses de la sous-commission, mais au moins son entrée a marqué le coup humérustiquement parlant
en_1626	En retard, Kennedy a glissé sur une banane et s'est retrouvé avec une toute nouvelle coupe de cheveux en se relevant.	En retard, Kennedy a glissé sur une banane et s'est retrouvé avec une toute nouvelle coupe de cheveux en se relevant.
en_1644	J'étais serveur dans un restaurant de fruits de mer avant de me mouler la cheville.	J'étais serveur dans un restaurant de fruits de mer avant de me mouler la cheville.
en_1644	J'ai commencé à travailler dans un restaurant de fruit de mers, mais je pense démissionné parce que je n'aime pas le bulot.	J'ai commencé à travailler dans un restaurant de fruit de mers, mais je pense démissionné parce que je n'aime pas le bulot.
en_1644	J'ai commencé à travailler dans un restaurant de fruit de mers, mais je pense démissionné parce que mon manager ne fait que cloporter des rumeurs sur moi.	J'ai commencé à travailler dans un restaurant de fruit de mers, mais je pense démissionné parce que mon manager ne fait que cloporter des rumeurs sur moi.
en_1644	Je viens de commencer de travailler dans un restaurant de fruits de mer. Mon uniforme me moule.	Je viens de commencer de travailler dans un restaurant de fruits de mer. Mon uniforme me moule.
en_1644	Je travaillais au restaurant de fruits de mer, mais la tenue réglementaire était trop moulante. Même si mes collègues me faisaient marrée, j'en avais crustassez du patron, et homarre des clients qui me compliquaient le bulot. Je pense qu'on ne peut pas me blâméduse.	Je travaillais au restaurant de fruits de mer, mais la tenue réglementaire était trop moulante. Même si mes collègues me faisaient marrée, j'en avais crustassez du patron, et homarre des clients qui me compliquaient le bulot. Je pense qu'on ne peut pas me blâméduse.
en_1647	Un oeuf cuit le matin est difficile à battre.	Un oeuf cuit le matin est difficile à battre.
en_1649	Les nageurs doivent être attentifs à ne pas se retrouver dans de profondes difficultés.	Les nageurs doivent être attentifs à ne pas se retrouver dans de profondes difficultés.
en_1660	Cet armateur, qui n'était pas un amateur, n'a recruté que des marins obséquieux pour s'assurer que son contre-torpilleur flatte bien.	Cet armateur, qui n'était pas un amateur, n'a recruté que des marins obséquieux pour s'assurer que son contre-torpilleur flatte bien.
en_1669	Les vétérinaires savent se servir d'un pied de biche.	Les vétérinaires savent se servir d'un pied de biche.
en_167	On ne lit pas les lignes de la main, on les écrit.	On ne lit pas les lignes de la main, on les écrit.
en_167	On ne lit pas les psaumes, on les agite.	On ne lit pas les psaumes, on les agite.
en_1672	Vague de succès pour le vendeur de bateaux.	Vague de succès pour le vendeur de bateaux.
en_1672	Le magasin d'équipements nautique a eu le vent en poupe cette année.	Le magasin d'équipements nautique a eu le vent en poupe cette année.
en_1672	Ce magasin de bateaux a le vent en poupe.	Ce magasin de bateaux a le vent en poupe.
en_1672	La boutique nautique surfait sur la vogue de la voile.	La boutique nautique surfait sur la vogue de la voile.
en_1672	La section voile du magasin de nautisme mata le record de vent-es	La section voile du magasin de nautisme mata le record de vent-es
en_1672	Quel est le comble pour un plaisancier ? Se voiler la face.	Quel est le comble pour un plaisancier ? Se voiler la face.
en_1672	Le magasin de bateaux des voiles sa nouvelle collection.	Le magasin de bateaux des voiles sa nouvelle collection.
en_1672	Seulement quelques temps avant de réaliser sa meilleure vente, le magasin de bateau a failli couler.	Seulement quelques temps avant de réaliser sa meilleure vente, le magasin de bateau a failli couler.
en_1672	Le magasin de bateaux fait des proue-sses.	Le magasin de bateaux fait des proue-sses.
en_1672	La fermeture du magasin de bateaux a fait des remous dernièrement.	La fermeture du magasin de bateaux a fait des remous dernièrement.
en_1672	Le marchand de bateaux à mis les voiles	Le marchand de bateaux à mis les voiles
en_1672	La fermeture du magasin de bateaux a fait des vagues dernièrement.	La fermeture du magasin de bateaux a fait des vagues dernièrement.
en_1672	Je connais un magasin de climatisation qui a les meilleures ventes du monde.	Je connais un magasin de climatisation qui a les meilleures ventes du monde.
en_1672	Le magasin de bateaux n'avait jamais fait une aussi belle venteux.	Le magasin de bateaux n'avait jamais fait une aussi belle venteux.
en_1672	La boutique de navigation de plaisance a le vent en poupe en ce moment.	La boutique de navigation de plaisance a le vent en poupe en ce moment.
en_1672	Le gérant du magasin de bateaux a gagné assez d'argent pour se permettre de mettre les voiles.	Le gérant du magasin de bateaux a gagné assez d'argent pour se permettre de mettre les voiles.
en_1674	L'Europe devrait être capable de se retenir, râla Toto, incontinent	L'Europe devrait être capable de se retenir, râla Toto, incontinent
en_1688	LES VIEUX BANQUIERS ne meurent jamais, ils perdent juste leur intérêt.	LES VIEUX BANQUIERS ne meurent jamais, ils perdent juste leur intérêt.
en_1688	Les vieux banquiers ne meurent jamais, ils perdent juste leur intérêt.	Les vieux banquiers ne meurent jamais, ils perdent juste leur intérêt.
en_1688	Les vieux banquiers ne meurent jamais, ils perdent juste de l'intérêt.	Les vieux banquiers ne meurent jamais, ils perdent juste de l'intérêt.
en_169	Certaines grossesses sont si longues qu'elles donnent l'impression d'être une maternité.	Certaines grossesses sont si longues qu'elles donnent l'impression d'être une maternité.
en_169	Parfois, une grossesse est si longue qu'elle ressemble à une maternité.	Parfois, une grossesse est si longue qu'elle ressemble à une maternité.
en_169	La grossesse est si longue, ça peut paraître une maternité.	La grossesse est si longue, ça peut paraître une maternité.
en_169	Parfois, une grossesse est si longue que l'on dirait qu'elle dure une maternité	Parfois, une grossesse est si longue que l'on dirait qu'elle dure une maternité
en_1701	Elle n'était qu'une fille de pompier, mais elle va vraiment s'enflammer.	Elle n'était qu'une fille de pompier, mais elle va vraiment s'enflammer.
en_1701	Elle n'était qu'une fille de pompier, mais elle allait vraiment s'enflammer.	Elle n'était qu'une fille de pompier, mais elle allait vraiment s'enflammer.
en_1705	La proposition d'ouverture d'une nouvelle mine lui a fourni un sujet à creuser pour épater la galerie.	La proposition d'ouverture d'une nouvelle mine lui a fourni un sujet à creuser pour épater la galerie.
en_1705	La discussion sur le creusement d'un nouveau puits de mine était trop profonde pour lui.	La discussion sur le creusement d'un nouveau puits de mine était trop profonde pour lui.
en_1705	Trop profonde pour lui, cette discussion sur le nouveau forage dans la mine. Il faut dire que ce n'est pas un puits de science.	Trop profonde pour lui, cette discussion sur le nouveau forage dans la mine. Il faut dire que ce n'est pas un puits de science.
en_1705	Le débat sur le lancement d’une nouvelle fusée volait trop haut pour lui.	Le débat sur le lancement d’une nouvelle fusée volait trop haut pour lui.
en_1705	La discussion, portant sur l'excavation d'un nouveau puits de mine, était trop profonde pour lui	La discussion, portant sur l'excavation d'un nouveau puits de mine, était trop profonde pour lui
en_1705	La discussion portant sur le nouveau puits de mine à creuser l’avait laissé au fond du trou.	La discussion portant sur le nouveau puits de mine à creuser l’avait laissé au fond du trou.
en_1705	Une discussion sur le creusement d'un nouveau puits de mine était très profonde pour lui.	Une discussion sur le creusement d'un nouveau puits de mine était très profonde pour lui.
en_1705	La discussion sur le perçage d'un nouveau puits de mine était si profonde qu'il s'est perdu.	La discussion sur le perçage d'un nouveau puits de mine était si profonde qu'il s'est perdu.
en_1705	Il a coupé court à notre conversation sur la nouvelle mine que l'on va creuser ; il n'aime pas aller au fond de choses. Pourquoi est-il comme ça ? A creuser…	Il a coupé court à notre conversation sur la nouvelle mine que l'on va creuser ; il n'aime pas aller au fond de choses. Pourquoi est-il comme ça ? A creuser…
en_1705	Avant de se lancer dans l'exploitation minière, il aurait dû creuser la question en profondeur.	Avant de se lancer dans l'exploitation minière, il aurait dû creuser la question en profondeur.
en_1705	Il s'est noyé dans les détails à propos du nouveau puits à creuser.	Il s'est noyé dans les détails à propos du nouveau puits à creuser.
en_1705	La discussion sur la construction d’un puit de mine était trop profonde pour lui.	La discussion sur la construction d’un puit de mine était trop profonde pour lui.
en_1705	Savoir s'il fallait ou non creuser un nouveau puits de mine était un débat trop profond pour lui.	Savoir s'il fallait ou non creuser un nouveau puits de mine était un débat trop profond pour lui.
en_1705	Il manquait de profondeur d’esprit pour participer à cette discussion sur le forage d’un futur puits de mine.	Il manquait de profondeur d’esprit pour participer à cette discussion sur le forage d’un futur puits de mine.
en_1705	Une discussion pour creuser un nouveau puits était trop profonde pour lui	Une discussion pour creuser un nouveau puits était trop profonde pour lui
en_1705	Parler de creuser un nouveau puits de mine l’a épuisé.	Parler de creuser un nouveau puits de mine l’a épuisé.
en_1705	Discuter de l'ouverture d'une nouvelle fosse lui paraissait être un sujet trop profond.	Discuter de l'ouverture d'une nouvelle fosse lui paraissait être un sujet trop profond.
en_1705	Pour ce qui est du nouveau puits de mine, il n'a pas souhaité creuser le sujet.	Pour ce qui est du nouveau puits de mine, il n'a pas souhaité creuser le sujet.
en_1705	Le sujet du forage des puits était traité trop en profondeur pour lui	Le sujet du forage des puits était traité trop en profondeur pour lui
en_1705	On a parlé du forage d'une nouvelle mine, mais c'était trop profond pour lui.	On a parlé du forage d'une nouvelle mine, mais c'était trop profond pour lui.
en_1705	Parler d’un nouveau puits de mine le touchait au plus profond de lui.	Parler d’un nouveau puits de mine le touchait au plus profond de lui.
en_1705	La discussion pour creuser la mine, lui a miné le moral	La discussion pour creuser la mine, lui a miné le moral
en_1705	Un échange sur le fait de creuser un nouveau puits de mine était trop profond pour lui.	Un échange sur le fait de creuser un nouveau puits de mine était trop profond pour lui.
en_1705	La discussion sur la psychologie de la faune abyssale était trop profonde pour lui.	La discussion sur la psychologie de la faune abyssale était trop profonde pour lui.
en_1705	Une discussion sur la construction d'une nouvelle mine était trop obscure pour lui.	Une discussion sur la construction d'une nouvelle mine était trop obscure pour lui.
en_1705	La discussion concernant le creusement d'un nouveau puits de mine fut trop profonde pour lui.	La discussion concernant le creusement d'un nouveau puits de mine fut trop profonde pour lui.
en_1711	Ils sont partis cueillir des oranges dans des pommiers, mais leur recherche n'a pas porté ses fruits.	Ils sont partis cueillir des oranges dans des pommiers, mais leur recherche n'a pas porté ses fruits.
en_1716	Quand l'eau en bouteille est bon marché, ça s'appelle une vente de liquidation.	Quand l'eau en bouteille est bon marché, ça s'appelle une vente de liquidation.
en_1716	Quand l'eau embouteillée est bon marché, ça s'appelle une vente de liquidation.	Quand l'eau embouteillée est bon marché, ça s'appelle une vente de liquidation.
en_1716	Quand l'eau potable est bon marché, on parle de vente de liquidation.	Quand l'eau potable est bon marché, on parle de vente de liquidation.
en_1716	Quand l'eau embouteillée est bon marché, on dit qu'il s'agit d'une vente de liquidation.	Quand l'eau embouteillée est bon marché, on dit qu'il s'agit d'une vente de liquidation.
en_1716	En vendant son eau en bouteille à bas prix, cet homme était en train de tout liquider	En vendant son eau en bouteille à bas prix, cet homme était en train de tout liquider
en_1721	Les vieux jardiniers ne meurent pas, ils prennent racine.	Les vieux jardiniers ne meurent pas, ils prennent racine.
en_1721	Les vieux jardiniers ne meurent jamais, ils sont juste déracinés.	Les vieux jardiniers ne meurent jamais, ils sont juste déracinés.
en_1721	Les vieux Gardeners ne meurent jamais, ils sont déracinés.	Les vieux Gardeners ne meurent jamais, ils sont déracinés.
en_1722	Le satellite a été mis en orbite le 1er janvier, provoquant une nouvelle révolution de l'année.	Le satellite a été mis en orbite le 1er janvier, provoquant une nouvelle révolution de l'année.
en_1722	Le satellite est en orbite depuis le 1er janvier, c'est une révolution de début d'année !	Le satellite est en orbite depuis le 1er janvier, c'est une révolution de début d'année !
en_1722	Le satellite est entré en orbite le 1er janvier, allant avec la révolution de la nouvelle année.	Le satellite est entré en orbite le 1er janvier, allant avec la révolution de la nouvelle année.
en_1722	Le satellite est entré en orbite le 1er janvier, ce qui a provoqué une révolution de l'année.	Le satellite est entré en orbite le 1er janvier, ce qui a provoqué une révolution de l'année.
en_1722	Le satellite s'est mis en orbite le 1er janvier provoquant une révolution de la nouvelle année.	Le satellite s'est mis en orbite le 1er janvier provoquant une révolution de la nouvelle année.
en_1724	Faites attention à votre santé en hiver, sortez couverts.	Faites attention à votre santé en hiver, sortez couverts.
en_1724	Mange prudemment, sors tes couverts	Mange prudemment, sors tes couverts
en_1726	Le clerc n'est pas le seul à faire des prix attractifs.	Le clerc n'est pas le seul à faire des prix attractifs.
en_1726	Les tatamis ne sont pas les seuls endroits où vous pouvez espérer un salut !	Les tatamis ne sont pas les seuls endroits où vous pouvez espérer un salut !
en_1726	On peut tout acheter chez Walmart, sauf le salut de son âme	On peut tout acheter chez Walmart, sauf le salut de son âme
en_1726	Le clerc du village est adorable : il défend toujours ce qui compte pour nous.	Le clerc du village est adorable : il défend toujours ce qui compte pour nous.
en_1726	Le gérant du magasin a pris la clé d’Auchan avec la caisse.	Le gérant du magasin a pris la clé d’Auchan avec la caisse.
en_1726	Le génie n’est pas que chez Gifi !	Le génie n’est pas que chez Gifi !
en_1727	Je cherchais un nouveau logement mais je pense changer d'agence. Le promoteur m'a dit que ce ne serait pas un pied-à-terre mais pourtant, ce n'était pas non plus un parquet flottant.	Je cherchais un nouveau logement mais je pense changer d'agence. Le promoteur m'a dit que ce ne serait pas un pied-à-terre mais pourtant, ce n'était pas non plus un parquet flottant.
en_1727	J'ai trébuché en courant ce matin et maintenant le voisinnage se moque de moi... Il va me falloir un nouveau pied-à-terre.	J'ai trébuché en courant ce matin et maintenant le voisinnage se moque de moi... Il va me falloir un nouveau pied-à-terre.
en_1733	La meilleure façon de gagner au casino c'est de garder une poker face.	La meilleure façon de gagner au casino c'est de garder une poker face.
en_1733	Les casinos aiment les joueurs débutants parce qu'ils sont se vé-ga	Les casinos aiment les joueurs débutants parce qu'ils sont se vé-ga
en_1739	Ceux qui fabriquent les éponges sont absorbés par leur travail.	Ceux qui fabriquent les éponges sont absorbés par leur travail.
en_1739	Ceux qui fabriquent des éponges sont très absorbés dans leur travail.	Ceux qui fabriquent des éponges sont très absorbés dans leur travail.
en_1739	Ceux qui fabriquent des éponges sont très absorbés par leur travail.	Ceux qui fabriquent des éponges sont très absorbés par leur travail.
en_178	Quel bruit fait une pièce de monnaie vietnamienne en tombant au sol ? Dong	Quel bruit fait une pièce de monnaie vietnamienne en tombant au sol ? Dong
en_178	Il faut convertir tout ton argent en monnaie du Ghana et au moins comme ça Cedi !	Il faut convertir tout ton argent en monnaie du Ghana et au moins comme ça Cedi !
en_178	Ça va la monnaie arménienne n'est pas si importante, on ne va pas en faire tout un Dram !	Ça va la monnaie arménienne n'est pas si importante, on ne va pas en faire tout un Dram !
en_178	Je n'aurais pas dû l'écouter quand il m'a fait convertir tout mon argent en monnaie russe, j'aurais dû me douter que c'était un rouble-ard.	Je n'aurais pas dû l'écouter quand il m'a fait convertir tout mon argent en monnaie russe, j'aurais dû me douter que c'était un rouble-ard.
en_178	Je me suis fait dérober mon argent d'Israël par une bande de Shekels voleurs !	Je me suis fait dérober mon argent d'Israël par une bande de Shekels voleurs !
en_1783	Afin de ne jamais oublier ses premières classes vertes de collecte de champignons, il a créé un réseau social "coprins d'avant"	Afin de ne jamais oublier ses premières classes vertes de collecte de champignons, il a créé un réseau social "coprins d'avant"
en_1783	Les choux sont les légumes les plus pommés dans le potager	Les choux sont les légumes les plus pommés dans le potager
en_1783	« La courgette est jolie, mais elle est un peu courge », dit la carotte	« La courgette est jolie, mais elle est un peu courge », dit la carotte
en_1783	L'amanite est un champignon en constante croissance, il grandit sans cèpe	L'amanite est un champignon en constante croissance, il grandit sans cèpe
en_1788	Elle est devenue galeriste pour se faire davantage de Monet.	Elle est devenue galeriste pour se faire davantage de Monet.
en_1788	Elle devint marchande d'art pour gagner plus de Monet	Elle devint marchande d'art pour gagner plus de Monet
en_1788	Elle est devenue négociante en art pour faire un élevage de Poussin.	Elle est devenue négociante en art pour faire un élevage de Poussin.
en_1788	Elle est devenue marchande d'art parce qu'elle voulait plus de pièces de Monet.	Elle est devenue marchande d'art parce qu'elle voulait plus de pièces de Monet.
en_1788	Elle est devenue trafiquante d'art pour gagner plus de Monet.	Elle est devenue trafiquante d'art pour gagner plus de Monet.
en_1788	Elle s’est lancée dans l’industrie de l’art car elle cherchait les Grosguin.	Elle s’est lancée dans l’industrie de l’art car elle cherchait les Grosguin.
en_1788	Elle a commencé un nouveau travail dans un musée d'art impressioniste, mais elle ne s’entend pas bien avec ses collègues : Degas lui pose problème.	Elle a commencé un nouveau travail dans un musée d'art impressioniste, mais elle ne s’entend pas bien avec ses collègues : Degas lui pose problème.
en_1788	Elle est devenue artiste car elle n'avait plus de petite Monet.	Elle est devenue artiste car elle n'avait plus de petite Monet.
en_1788	Elle est devenue une trafficante d'art parce qu'elle voulait plus de Monet.	Elle est devenue une trafficante d'art parce qu'elle voulait plus de Monet.
en_1788	Elle était galeriste mais n'avait jamais de Monet	Elle était galeriste mais n'avait jamais de Monet
en_1788	Elle est devenue marchand d'art, elle voulait plus de Monet.	Elle est devenue marchand d'art, elle voulait plus de Monet.
en_1788	Elle est devenue collectionneuse d'œuvres d'art car elle manquait de Monet.	Elle est devenue collectionneuse d'œuvres d'art car elle manquait de Monet.
en_1794	Elle n'était que fille de jardinier mais elle était très plantureuse.	Elle n'était que fille de jardinier mais elle était très plantureuse.
en_1794	Elle était fille de gardien de but, et elle m'a filé une de ces gaules !	Elle était fille de gardien de but, et elle m'a filé une de ces gaules !
en_1794	Son père était joueur de foot. Elle allait droit au but.	Son père était joueur de foot. Elle allait droit au but.
en_1794	Elle était une enfant de la balle, mais elle avait de sacrés obus.	Elle était une enfant de la balle, mais elle avait de sacrés obus.
en_1796	J'ai vu un film sur des animaux qui cambriolaient un barrage hier... Tu parles d'un casse tordu !	J'ai vu un film sur des animaux qui cambriolaient un barrage hier... Tu parles d'un casse tordu !
en_1807	" Je me suis collé une épingle dans le nez " dit Tom pointilleusement.	" Je me suis collé une épingle dans le nez " dit Tom pointilleusement.
en_1807	Tom se piqua de dire qu’il s’était planté une épingle dans le nez.	Tom se piqua de dire qu’il s’était planté une épingle dans le nez.
en_1807	Je me suis fait faire un piercing dans le nez, répétait Tom en boucle.	Je me suis fait faire un piercing dans le nez, répétait Tom en boucle.
en_1807	"J'ai une punaise dans le cuir chevelu" dit crânement Jean.	"J'ai une punaise dans le cuir chevelu" dit crânement Jean.
en_1807	La couturière trouvait cette explication très décousue.	La couturière trouvait cette explication très décousue.
en_1807	" Je me suis enfoncé une épingle dans le nez " dit Tom d’une voix nasillarde.	" Je me suis enfoncé une épingle dans le nez " dit Tom d’une voix nasillarde.
en_1807	"Je me suis mis une épingle dans le nez", dit Tom d'un ton piquant.	"Je me suis mis une épingle dans le nez", dit Tom d'un ton piquant.
en_1807	"Je me suis mis une aiguille dans le nez", dit Tom d'un air pointilleux.	"Je me suis mis une aiguille dans le nez", dit Tom d'un air pointilleux.
en_1807	"Je me suis planté une épingle dans le nez" dit Tom, piqué au vif.	"Je me suis planté une épingle dans le nez" dit Tom, piqué au vif.
en_1807	"Je me suis fais percer le nez", pointa Tom.	"Je me suis fais percer le nez", pointa Tom.
en_1807	"L'épingle s'est coincée dans mon nez !" pointa Tom.	"L'épingle s'est coincée dans mon nez !" pointa Tom.
en_1807	"J'ai mis une épingle dans mon nez", dit Tom d'une façon pénétrante.	"J'ai mis une épingle dans mon nez", dit Tom d'une façon pénétrante.
en_1807	"Tu as un nouveau piercing!", dit Toto, l'œil perçant.	"Tu as un nouveau piercing!", dit Toto, l'œil perçant.
en_1807	"je me suis mis une épingle à nourrice dans le nez", dit Tom d'une voix perçante	"je me suis mis une épingle à nourrice dans le nez", dit Tom d'une voix perçante
en_1807	" Je me suis piqué avec une aiguille ", dit Tom, pointilleux.	" Je me suis piqué avec une aiguille ", dit Tom, pointilleux.
en_1807	"Je me suis fait faire un piercing dans le nez", dit Tom d'une voix pointue.	"Je me suis fait faire un piercing dans le nez", dit Tom d'une voix pointue.
en_1807	"J'ai cassé mon double-décimètre", disait Tom régulièrement.	"J'ai cassé mon double-décimètre", disait Tom régulièrement.
en_1807	" J’ai une écharde au niveau de la deuxième phalange de mon index droit " dit Tom de façon pointilleuse.	" J’ai une écharde au niveau de la deuxième phalange de mon index droit " dit Tom de façon pointilleuse.
en_1807	"Je me suis fait faire un piercing au nez", expliqua Tim d'une voix perçante.	"Je me suis fait faire un piercing au nez", expliqua Tim d'une voix perçante.
en_1807	"Une épingle a traversé mon nez," dit Tom d'un ton perçant.	"Une épingle a traversé mon nez," dit Tom d'un ton perçant.
en_1807	Je me suis planté une épingle dans le nez, dit Tom piqué à vif.	Je me suis planté une épingle dans le nez, dit Tom piqué à vif.
en_1807	Tom s'est mis une aiguille dans le nez. C'est un type piqué.	Tom s'est mis une aiguille dans le nez. C'est un type piqué.
