id	text
en_1904	A successful diet is the triumph of mind over platter.
en_1906	''This movie will be very popular,'' Tom projected.
en_1911	Figure skaters don't like to be in a rut.
en_1919	The movie about the mobile home was advertised with a trailer.
en_1921	Her exam was on the human skeleton, so she decided to bone up.
en_1922	He had to learn what the measles was, from scratch.
en_1929	Follow your knows.
en_1935	Cottage cheese diet: eating your curds and weigh.
en_1936	She was only a Sailor's daughter and how she loved seamen.
en_1939	My shins are well protected, Tom grieved.
en_1941	A group called the Balloons sings pop music.
en_1942	A baker always put too much flour in his bread because he was a gluten for punishment.
en_1945	Two silk worms had a race. They ended up in a tie.
en_1950	My name is Hans. I'm a manicurist
en_1953	At some executive meetings there is a chairman of the bored.
en_1961	''This is mutiny!'' said Tom bountifully.
en_1962	He rose through the ranks of the International Corn Growers association, eventually becoming a kernel.
en_1963	Baseball on a foggy day is all about hit and mist.
en_1967	OLD ENUMERATORS never die, they just lose their census
en_1968	A husband who thinks he is as solid as a rock may have a wife who wishes he was a little bolder.
en_1972	The exhibitionist went to the store because he heard they were having a flash sale.
en_1974	The undersized and timorous knight, armed only with an aluminum sword, lacked the adequate metal to face the ferocious dragon.
en_1977	For a while, Houdini used a lot of trap doors in his act, but he was just going through a stage.
en_1983	''I told you not to ride that horse,'' Tom nagged.
en_1986	There was a lot of equestrian paraphernalia at the bridle shower.
en_1987	My name is Sandy, I just hang around the beach.
en_1989	Lightning storms can be very striking.
en_1990	Conjoined twins aren't the only twins with special connections.
en_1993	If you wear a blindfold at the shooting range, you won't know what you're missing.
en_1998	OLD TREE SURGEONS never die, they are just uprooted.
en_1999	''How long will I have to wait for a table?'' asked Tom without reservation.
en_2007	Gravity, it's always putting everyone down.
en_2009	Asked by a waiter if she would like a drink the lady replied 'wine not?'
en_2010	Honor your mother and father rather than major credit cards.
en_2021	Two companies that manufactured rulers decided to align.
en_2022	OLD CASHIERS never die, they just change.
en_2026	Act your praise, not your shoe size.
en_2029	The trapeze artist had to buy his own safety equipment. Every Friday he drew his net wages.
en_2040	Have you ever read the Rime of the Ancient Gardener? It was written by Samuel Taylor Foliage.
en_2042	We're expecting fallout from the recent layoffs at the nuclear plant.
en_2043	This is a picture of my new house, said Tom, visibly moved.
en_2047	The promises of some tailors are pure fabrication.
en_2048	The statistician attended the dance stag. He didn't have any data.
en_2049	The best way to stop a charging bull is to take away his credit card.
en_2052	Scientists have created a flea from scratch.
en_2055	Yes, I have been reading Voltaire, Tom admitted candidly.
en_2069	When there's a sale on tennis balls it's first come first serve.
en_2071	When there was a murder backstage at the Grammys they couldn't find DNA but they did find Prince.
en_2073	''I swallowed some of the glass from that broken window,'' Tom said painfully.
en_2075	''I've been listening to the Brandenburg Concertos,'' Tom barked.
en_2078	Changing a tire on that crazy Houston freeway was a wrenching experience.
en_2079	There is nothing worse for a performer than an audience of drunks and their boos.
en_2087	The river crested when a factory spilled toothpaste into it.
en_2096	The sergeant drank whiskey in order to be fortified in his position.
en_2105	A tangled bell ringer tolled himself off.
en_2106	Long fairy tales have a tendency to dragon.
en_2108	Failure is the path of least persistence.
en_2109	I nailed my wood - shop test.
en_2113	I started to work at a seafood buffet, but then I pulled a mussel.
en_2117	Labor Day is a good time to stop and reflect on the august events the the preceding month.
en_2132	The first scientists who studied fog were mistified.
en_2136	He became an astronaut and had a blast.
en_2144	He got measles in jail when he broke out one night.
en_2150	Let's get married, said Tom engagingly.
en_2151	OLD CHEMISTS never die, they just fail to react.
en_2152	Be kind to your dentist because he has fillings too.
en_2154	He hates his job selling used cars, but it's just his lot in life.
en_2163	- Call me a taxi. - OK, you're a taxi.
en_2165	When an actress saw her first strands of gray hair she thought she'd dye.
en_2171	If you go for a job interview at a rubber stamp company try to make a good impression.
en_2175	Diets are for people who are thick and tired of it all.
en_2176	''I have to keep this fire alight,'' Tom bellowed.
en_2186	I can do an excellent impression of Sinatra, said Tom, being perfectly frank.
en_2188	The incontinent Scotsman had a wee accident.
en_2195	She was only a whisky maker but he loved her still.
en_2197	The boating store had its best sail ever.
en_2198	''Be still my hart'' she murmured, thinking how magnificent and stag - like he was.
en_2201	Some childen are often on their pest behavior.
en_2202	Doctor, Doctor, you've got to help me. I think I'm a kleptomaniac. - Don't worry. I think there's something you can take for that. Next.
en_2205	I went to the store to buy some soup but they were out of stock.
en_2206	She was only a Electrician's daughter, but she certainly had good connections.
en_2208	Time flies when you ’ re following the son
en_2210	My pet bird can predict the future. He is an omen pigeon.
en_2221	To write with a broken pencil is pointless.
en_2224	When the bottom of a cargo ship got a hole, it had one hull of a problem.
en_2226	The model who joined the air force was a bombshell.
en_2228	If you send a letter to the Philippines put it in a Manila envelope.
en_2234	There’s no high like the most high.
en_2237	A library should have several floors because it is a multi story building.
en_2238	He frequently practices furtive looks to operate at peek efficiency.
en_2240	I witnessed the attack on the castle and saw the queen's robe torn and the king's throne under the horses' feet.
en_2243	Some people don't like food going to waist.
en_2245	When a thief stole several volumes from the library he was quickly booked.
en_2246	She was only a Glaziers daughter but took great panes to please
en_2250	He realized he'd made the major leagues when it finally hit him.
en_2255	For children to eat without washing their hands would be a grime.
en_2257	She was only a Convict's daughter, but she sure knew all of the bars.
en_2261	The elderly chef retired because his sage was showing.
en_2271	When buying a battery you should never have to charge it.
en_2274	A pop singer bought a new house for a song.
en_2284	My name is Harold. I'm a messenger.
en_2285	Continually discovering new viruses can become a strain.
en_2287	The guy who sold his carnival got a Fair deal.
en_2294	''I've stuck a pin through my nose,'' said Tom punctually.
en_2297	The little green men told me it was the Dog Star. I told them they can't be Sirius.
en_2299	Admitting a mistake: ''Like the orthopedist's patient, I stand corrected.''
en_2300	A karate school restaurant served mainly chops.
en_2304	Rental agents offer quarters for dollars.
en_2308	She was only a Quarryman's daughter, but she took everything for granite.
en_2314	''I just came in through the door,'' said Tom, entranced.
en_2317	Upon discovering the deadly virus carried by Surinamese toads, the herpetologist contemplated how best to protect the pipal.
en_2319	In ancient times, seagoing vessels were much more fuel efficient. They got thousands of miles to the galleon.
en_2339	Why was the car embarrassed? Because it had gas!
en_2341	A cat found a mysterious sweater, but the mystery was soon unravelled.
en_2344	Try our Sundays, they ’ re better than Baskin Robbins
en_2346	The key to changing your performance ability is by tuning out criticism and staying musically octave.
en_2349	Taxidermists really know their stuff.
en_2350	To some Christmas is about other people's presence.
en_2358	In the winter, some horses are Friesian.
en_2360	Doctor, Doctor, my hair is coming out. What can you give me to keep it in? - A cigar box. Next.
en_2364	OLD TREE SURGEONS never die, they just pine away.
en_2365	His wife left him saying she was going home to mutter.
en_2374	Why did the termites eat the wooden barrel? To stave off hunger.
en_2375	The gardener brought his hoes.
en_2377	Young women who are mathematics professors closely watch their figures.
en_2389	They said he drank 2 bottles of whisky a day, but it wasn't true. He had to scotch those rumours right away.
en_2391	He had a difficult time bouncing back from his bungee cord accident.
en_2392	How do you find a missing train? Follow the tracks.
en_2393	It's quiet in a bowling alley because you can hear a pin drop.
en_2395	Alergy sufferers are itching to get through the hay fever season.
en_2399	My two uncles bet who would get married first. Then one upped the ante.
en_2405	Arriving late, Senator Kennedy slipped on a banana peel and fell in a heap, resulting in a humerus break in the midst of the subcommittee's intense discussion.
en_2408	My name is Ham. I raise pigs
en_2411	A train load of paint derailed. Nearby businesses were put in the red.
en_2417	OLD SHOEMAKERS never die, they just lose their sole.
en_2418	An accountant for a restaurant has to be sure the books are not cooked.
en_2425	I made a batch of fish eye soup, it should see me through the week.
en_2428	A politician who had been an astronomer was always saying'no comet '.
en_2431	Vines are extremely short - tempered. They snap at the slightest wind.
en_2441	A baseball player can sell himself to a new team if he has a good pitch.
en_2443	The cost of the space program is astronomical.
en_2452	My friend asked me to carve a sculpture out of a large rock. It was the hardest thing I've ever had to make!
en_2453	He doesn't talk much does he? He's just a little horse.
en_2455	Working in the bakery left her with a loathe of bread.
en_2457	If you ride a bus you have to pay your fare share.
en_2460	Those changing baby diapers sometimes act rashly.
en_2463	A husband and wife argued over the weather, but it soon blew over.
en_2471	OLD WRESTLERS never die they just lose their grip.
en_2473	Using deodorant is no sweat.
en_2474	The fertiliser business is a growing industry.
en_2478	I deny everything, said Tom knowingly.
en_2483	A cook made pancakes flippantly.
en_2485	A king is old when he reaches the age of sovereignty.
en_2487	I needed a raise in my allowance. Mowing the grass all summer just wasn't cutting it.
en_2491	The triglyph commented, 'It's friezing in here..
en_2498	The family elders have relative importance.
en_2499	That gas pump must be sick. It doesn't fill well.
en_2502	A baker stopped making donuts after he got tired of the hole thing.
en_2503	I don't recommend dating bridge builders, they have truss issues.
en_2504	In equations with square numbers I can never find the root of the problem.
en_2506	The inventor of the fahrenheit scale solved the problem by degrees.
en_2507	The haughty magician had illusions of grandeur.
en_2508	The chicken crossed the playground to get to the other slide.
en_2509	The man addicted to brake fluid said he could stop any time.
en_2510	The port was very beautiful. The sailors said it was haven on earth.
en_2513	While baking, I dropped a stick of margarine on the wooden tile floor, and when my neighbor slipped and fell, I said ''It must have been the parkay.''
en_2515	Two lovers who had been apart for some time were reunited on a foggy day. One whispered to the other'I mist you'.
en_2516	I'd like to be a Chinese laborer, said Tom coolly.
en_2526	A pickle maker fell into one of the vats at work. At hospital it was determined he had a brine injury.
en_2529	Save the whales, spouted Tom.
en_2539	Anxious about the future? Psalms read every Sunday.
en_2542	As to how to play snooker, some people don't have a cue.
en_2544	The math teacher was a good dancer - he had algorithm.
en_2545	OLD PROGRAMMERS never die, they just get bugged with life.
en_2554	I majored in nursing but I had to drop it because I ran out of milk.
en_2555	An Electrician's work is well grounded.
en_2556	3. 142 Tom enumerated piously.
en_2559	She didn't marry the gardener. Too rough around the hedges.
en_2560	OLD BASEBALL PLAYERS never die, they just go batty.
en_2569	''I know what herb would taste nice with this,'' said Tom sagely.
en_2576	My name is Will, I'm a lawyer.
en_2579	The other day I saw a magician walk down the street and turn into a drugstore.
en_2582	An illiterate fisherman was lost at c.
en_2585	The magician who loved his chocolate could perform a lot of Twix.
en_2592	Doctor, Doctor My little boy has just swallowed a roll of film! - Hmmmm. Let's hope nothing develops. Next.
en_2595	Some people make big pottery items to urn a living.
en_2596	The science teachers broke up because there was no chemistry between them.
en_2597	A parade of horses went down Mane street.
en_2604	They built a tree house together but then had a falling out.
en_2605	At the urban renewal site, contractors were simultaneously tearing down and erecting. It was interesting to watch them razing all those buildings.
en_2608	Little Bo Peep grew tired of the daily search for her lost sheep and decided to keep them in the garden area close to her house. Since she no longer had to spend her days tracking down her wayward herd, Bo decided to take up the hobby of flower gardening. Now every morning Bo Peep goes out to tend her phlox.
en_2609	Even though Catholics in space are weightless, do they have mass?
en_2611	It's amazing what two or more sinners can achieve together with synergy.
en_2616	The ultimate liquid measure is the supreme quart.
en_2622	Waiter, there's a fly in my soup! ''At our restaurant, we guarantee You won't find a single fly.'' ''Whaddya mean?'' ''Because they're all married.''
en_2626	Whenever the nurses have a bad day they just keep needling people.
en_2631	''It's an actual parameter, not a formal parameter,'' was Tom's argument.
en_2635	The embarrassed news anchor was bright red, but he nor the television monitor was appropriately phased.
en_2636	My name is Rob. I'm a thief.
en_2639	My name is Shelly, I'm an expert on mollusks
en_2641	I was heading to Hooters but my wife said 'Don't bother, they have gone bust'.
en_2655	I love hockey, said Tom, puckishly.
en_2658	I keep reading 'The Lord of the Rings' over and over. I guess it's just force of hobbit.
en_2659	Officer Jones takes his yearly bath every June. He is a characteristic example of a dirty cop.
en_2669	OLD DOCTORS never die they just lose their patience.
en_2676	OLD SEAMSTRESSES never die, they just come to the point.
en_2684	You often hear of a good wine through the grapevine.
en_2689	50 Shades of Grace
en_2690	A play, based on billiards, started right on cue.
en_2692	The dieters vowed to let nothing go to waist.
en_2697	OLD PICKPOCKETS never die, they just steal away.
en_2699	I suspected our new house guest was a terrorist. He asked to sleep on a blow up mattress.
en_2703	My name is Sherry. I'm a wine - master.
en_2709	It's not that the man did not know how to juggle, he just didn't have the balls to do it.
en_2710	Patience is a virtue that carries a lot of wait.
en_2714	I've always pictured myself taking selfies.
en_2716	Did you hear about the crab in financial difficulty? It was starting to feel the pinch.
en_2720	Wally wasn't sure in which branch of the Army he wanted to serve, but he gravitated toward the paratroops.
en_2721	In his free time, my son in college hunts deer and sells the meat. He says the doe helps him with his expenses.
en_2727	Would you like some soda in your whiskey? asked Tom caustically.
en_2732	Some cooks have a shellfish attitude.
en_2733	The king never let any of his personal musicians go swimming immediately after eating for fear that they would get minstrel cramps.
en_2739	I was kicked out of math class for one too many infractions.
en_2740	The weatherman who forecasted snow in July was a bit of a flake.
en_2745	Many people think that Edgar Allan Poe was a raven madman.
en_2751	The telemarketer asked me if I read magazines at all and I replied that I did, periodically.
en_2755	Shopaholics never die, they just sale away.
en_2757	I used to hate maths but then I realised decimals have a point.
en_2762	Plenty of people give the lord credit. Few give him cash.
en_2764	A gardening store owner who often called long distance for importing realized that talk and dirt aren't necessarily cheap.
en_2765	You've got more issues than Time magazine.
en_2766	Elephants will toil all day, and they work for peanuts.
en_2768	''This looks like the fruit of the blackthorn,'' said Tom slowly.
en_2775	Someone who sells old chess pieces is a pawn broker.
en_2779	I couldn't stand to be without my legs.
en_2783	OLD LIBRARIANS never die, they just lose their circulation.
en_2787	Sin and bear it
en_2790	The gravity was so powerful, I couldn't stand it.
en_2793	Two blackberries met. They were both in a jam.
en_2795	Sign over the librarian's desk: No talking aloud.
en_2797	OLD YACHTSMEN never die, they just keel over.
en_2803	The Ennui Society elected a new chairman of the bored.
en_2806	OLD STOREKEEPERS never die, they just sale away.
en_2808	When a letter carrier became a hero they called him a deliverer.
en_2809	One grasshopper told another about eating corn. It went in one ear and out the other.
en_2811	Luggage salespeople have to make a good case for you to buy.
en_2812	Did you hear about the new pinata? It's a huge hit.
en_2817	Did you hear about the man who was jabbed in the back with a set of keys? His back locked up.
en_2823	Anyone should know how to put a saddle on a horse so it won't slip and cause an injury. It's a cinch.
en_2827	French bankers are known for their franc talk.
en_2833	In the army mess hall, the men were getting fed up.
en_2835	When I phoned my friend yesterday we mainly talked about the weather and our upcomimg exams, and we both agreed that the poring was sickening.
en_2841	Doctor, Doctor, I can't get to sleep. - Sit on the edge of the bed and you'll soon drop off. Next.
en_2843	The Jedi Knight traded in his light saber for a light dagger. He had gone over to the dirk side.
en_2844	My uncle developed a strange vulgar habit. He would only cuss when he'd eat chicken. The doctor said he has seen this happen in some cases. Too much chicken can produce a fowl mouth.
en_2847	The manufacturers of dynamite do a booming business.
en_2848	My name is Sue. I'm also a lawyer.
en_2854	When asked by a Health Department official to describe the mess he saw on the slaughterhouse floor, the USDA inspector replied,'' It was just offal.''
en_2856	Christians, keep the faith... but not from others!
en_2857	OLD PINEAPPLE GROWERS never die, they just get on the dole.
en_2861	The workers at that inn are very unfriendly. They create a hostel environment.
en_2867	I'd really like to know whether her collapse was due to a serious illness or whether it was one of her usual feints.
en_2873	They were married by candle - light, but the marriage lasted only a wick.
en_2874	When the investor came home from work he was spent.
en_2875	She was small, slender with doe like eyes. ''Oh, my deer,'' he whispered.
en_2876	To stay fit the priest exorcises.
en_2877	The manufacturing of t - shirts has really cotton.
en_2883	''Boy, I wish the elevator were working,'' said Tom, staring up to the top.
en_2887	For a fish, the end of a barbed hook is the ''point'' of no return.
en_2888	The weather man said there won't be any rain for 6 months, but I drought it.
en_2890	When ancient wall sculptors were finished it was a relief.
en_2899	Two pencils decided to have a race. The outcome was a draw.
en_2902	My name is Clay. I make pottery.
en_2921	We offer counsel so you are not audited on your final return.
en_2935	To golf at your favorite course may require a long drive.
en_2937	Are Philosophy papers graded with Marx out of ten?
en_2942	''Nobody has scored yet in the tennis game,'' said Tom lovingly.
en_2944	My name is Gil. I'm a fisherman.
en_2945	When the father found he had septuplets, he could hardly believe his own census.
en_2946	There was a sign on the lawn at a drug re - hab center that said 'Keep off the Grass'.
en_2948	OLD MUFFLERS never die they just get exhausted.
en_2951	Opening a new funeral parlor can be quite an undertaking.
en_2952	This fowl has been stuffed, said Tom sagely.
en_2957	If you leave alphabet soup on the stove and go out, it could spell disaster.
en_2960	If your waiting for something to turn up, try your sleeves.
en_2964	I was in a big hurry so I scrambled to make eggs for breakfast.
en_2966	''Who discovered radium?'' asked Tom curiously.
en_2977	High on a ladder he saw a beautiful girl below. He fell for her.
en_2980	A third - generation clothes designer had it in her jeans.
en_3003	All students in Helsinki go to Finnish school.
en_3005	Why did the pig quit running the marathon? He had a problem with his hamstring.
en_3007	With certain cashiers, things are slow to register.
en_3008	A new type of broom came out, it is sweeping the nation.
en_3012	When the plane hit turbulence, the passengers went flying.
en_3017	She was only a Columnist's daughter, but she's always chasing wild roomers.
en_3018	OLD HAIRDRESSERS never die, they just braid away..
en_3023	The steward refused to swallow the harsh whine of the petulant cabernet peddler.
en_3025	Tired well worn expressions need to be phrased out of the language.
en_3026	Ducks don't have their palms read - they look for it on the web.
en_3030	Why did the dairy churn? The less said, the butter...
en_3031	The white beets were returned to the produce supplier because they were chard beyond recognition.
en_3035	She was only a Poet's daughter, but I've seen verse.
en_3038	OLD ANTENNA ENGINEERS never die, they just phase away.
en_3041	When a duck is feeling down he might just be happy.
en_3043	OLD CHEESE MAKERS never die, they just lose their whey
en_3045	OLD PYROMANIACS never die, they just lose their spark
en_3047	A church fair is a bazaar experience.
en_3048	You should massage a cow's back before putting it out to posture.
en_3050	Leftover spaghetti is pasta its prime.
en_3051	Endorsement by an olympic swimmer caused a company's profits to dive.
en_3054	OLD FORGERS never die, they just leave no trace.
en_3055	A band of teenagers cruised past my neighbor's house and pelted it with rotten tomatoes. Police described it as a drive - by fruiting.
en_3056	OLD PROGRAMMERS never die, they just move to new addresses.
en_3060	''I teach at a university,'' Tom professed.
en_3068	Ancient vessels lacked stability because there were no rudders in the days of yaw.
en_3082	My new expensive vacuum cleaner really sucked.
en_3090	My friend gave me a book about puns for my birthday and I loved it. It was two meaningful.
en_3092	The eight chicken farmers jumped in their rowing shell and put their cox up in front.
en_3101	My name is Mary. I'm a justice of the peace.
en_3107	Employers like their mechanics to be geared up.
en_3108	Those who work on reducing auto emissions go home exhausted.
en_3112	Last week I was diagnosed with insomnia, and now I'm just so tired of it.
en_3122	The evil onion had many lairs.
en_3123	Why was six afraid of seven? Because seven eight nine.
en_3125	Stereo speakers are made by 'high volume' manufacturers.
en_3130	She was only a Janitor's daughter, and she was often swept off her feet.
en_3131	A wig van blew up on the motorway - police are combing the area.
en_3133	A streaker was found dead this morning. Police say the details are quite revealing.
en_3140	The trucker explained that he was early because he had had no breaks.
en_3142	OLD GEOLOGISTS never die, they just have their faults
en_3145	When you give to god, you always get back change
en_3151	A doorbell salesman joined the choir, and chimed right in.
en_3152	Gardeners like to plant their feet firmly.
en_3154	Children can do some knotty things with string.
en_3155	Isn't the Grand Canyon just gorges?
en_3160	Did you hear about the bivalve they called in to interrogate for that big murder investigation? Apparently, he's clammed up.
en_3164	My comb is invaluable - I can't part with it.
en_3166	I met a math professor who has 12 children - she really knows how to multiply.
en_3167	The electrician got his supplies at the outlet store.
en_3169	Life is a puzzle; look here for the missing peace.
en_3171	Geology class is the foundation of a decent education.
en_3175	The Arab's opulence was obvious from his chic clothing.''
en_3177	My name is Dean A college chancellor
en_3178	Old programmers never die, they just can't C as well.
en_3182	Cheating on a test can put honorable students in conflict with their principals.
en_3185	My name is Cary. I'm a porter.
en_3186	At first he was was a sprinter, but then he decided to run for office.
en_3188	Some clockmakers are normal, but others are a little cuckoo.
en_3192	OLD BOOKKEEPERS never die they just lose their figures.
en_3201	Dairy Queen isn't the only place with awesome Sundays: )
en_3203	He who makes false teeth is an indentured labourer.
en_3206	In his latest promotional campaign, the manager of City Tent and Awning told his crew to canvas the entire area.
en_3207	Wife to husband,'' That was an explosive passage of gas, I'd say about 8. 0 on the sphincter scale.''
en_3208	She swallowed a peach seed and could feel it in the pit of her stomach.
en_3209	OLD MILKMAIDS never die they just lose their whey.
en_3211	Greeks can't stay out late because they have a Corfu.
en_3215	When the shoe store owner discovered that someone had broken into his store, the police pumped him for information.
en_3224	The only similarity between ancient times and the 1970's is that both were full of people getting stoned.
en_3229	The safe was invented by a cop and a robber. It was quite a combination.
en_3237	Mathematicians are sum worshippers.
en_3241	Dentists have the same old grind day after day.
en_3248	Because they moved into an apartment, they didn't need to cut the grass any mow.
en_3249	I tried wrapping Christmas presents, but I didn't have the gift.
en_3252	Everyone's fuming over the high cost of gas.
en_3255	Dentists practice by going through many drills.
en_3260	OLD LAWN CARE WORKERS never die, they just recede.
en_3261	My name is Frank, the Hot - Dog vendor
en_3263	OLD BATHERS never die, they just wade away.
en_3269	In middle east outdoor markets you can find bazaar items for sale.
en_3270	''Are you all governors?'' Tom asked, bored.
en_3272	When old story tellers die they are mythed.
en_3276	My friend was fired from his job at the road department for stealing. I have to say I saw it coming. The last time I was at his house all the signs were there.
en_3280	I try wearing tight jeans, but I can never pull it off.
en_3287	I tried to record an album in a reptile shop, but there was a terrible gecko.
en_3298	Shepherds sometimes have staff meetings.
en_3301	A little boy found out from his mother that grime does not pay.
en_3306	''I make the armour out of chain links,'' Tom replied by mail.
en_3308	Those who drink too much at night have to worry about the mourning after.
en_3309	The pope, on his 2008 tour in the United States, skipped Mass.
en_3313	I can Harley wait to get my motorbike license.
en_3314	My name is Carol. I sing during the holidays.
en_3316	OLD ELECTRICIANS never die, they just lose their spark.
en_3317	''This is all from memory,'' Tom wrote.
en_3320	If you sight a whale, it could be a fluke.
en_3327	Old electricians never die, they just keep plugging away.
en_3330	Avogadro expected a large number to attend.
en_3334	In a bakery buns usually play a small role.
en_3336	Shotgun wedding: A case of wife or death.
en_3343	Police can do a search if it's Warranted.
en_3350	Sick fish go to the sturgeon.
en_3351	''It's twelve noon,'' Tom chimed in.
en_3357	In a billiard hall life can be pretty rough at the wrong end of the queue.
en_3361	Lions don't have to worry about every little detail in life... just the mane thing.
en_3365	I was arrested after my therapist suggested I take something for my kleptomania.
en_3366	When the spice ships used to bring goods to the king the captain was peppered with compliments.
en_3370	She was only a Horseman's daughter, but she didn't know how to say neigh.
en_3371	A leak in the back of a boat is a stern warning.
en_3373	OLD CRICKETERS never die, they just get bowled over.
en_3375	My name is Tellie. A gossip columnist
en_3378	The proctologist reassured the patient that his condition could be rectified.
en_3383	We've taken over the government, the general cooed.
en_3385	My investments are worth more every day, said Tom appreciatively.
en_3387	Priests can't marry without prior approval.
en_3388	'Sweeney Todd' is a good source of sheer terror.
en_3389	A pediatrician is a doctor of little patients.
en_3393	I knew that the spirit couldn't float around very long. What ghost up must come down.
en_3396	The car stopped with a jerk, then the jerk got out.
en_3397	My coach got stung by a bee. The next day he had hives.
en_3407	The prodigal son was having a bad heir day.
en_3409	I'll take the girl to the dance, Tom promised.
en_3413	Diabetics should not be allowed to have sweet dreams.
en_3414	Finding area is an integral part of calculus.
en_3417	Food for bad dogs is bought by the pound.
en_3420	A cat that swallowed a ball of wool had mittens.
en_3422	When entering a funeral home, remember to stay alert and always look alive!
en_3423	When they claimed to house two thousand campers, it sounded like a lot of bunk.
en_3434	When the doctor asked the editor how he was doing, he said he had a problem with his circulation.
en_3435	''Another plate of seafood for me!'' Tom clamored.
en_3440	To stay out of debt, act your wage.
en_3450	Hell’s the pits
en_3453	She was so thrifty she could smell a bargain a mall away.
en_3454	Did you hear about the guy whose whole left side was cut off? He's all right now.
en_3457	He bent over to pick up a sieve and strained himself.
en_3459	People in Switzerland can't learn to ski without a lot of alp.
en_3461	The president of a ladder manufacturer had to step down.
en_3464	Those who polish cars so that they shine work in a buffer zone.
en_3465	''I invested in a hi - tech startup,'' Tom ventured.
en_3466	After he invented the light bulb, people saw Edison in a new light.
en_3471	He wasn't supposed to eat the pie but he kept pecan at it.
en_3472	The astronauts said their experience on the moon was out of this world.
en_3480	A young nurse was nervous about giving vaccinations but gave it her best shot.
en_3481	My name is Teddy, I'm in lingerie
en_3487	The Transformer always had a lot of quarters with him. He was a big fan of change.
en_3489	Sky divers don't jump, they just fall away.
en_3492	Boyle said he was under too much pressure.
en_3494	I like the latest horror movie so much that I've arranged a private screaming.
en_3495	Don't argue with a bomb inventor - he might blow up at you.
en_3497	I'm dying, Tom croaked.
en_3499	OLD JUDGES never die, they just slur their sentences
en_3500	When potato chips don't sell fast enough, the maker knows it will soon be crunch time.
en_3503	''Angel dust? Me? Never touch it!'' Tom snorted.
en_3508	Did you hear about the crime that happened in a parking garage? It was wrong on so many levels.
en_3509	Those who make sponges get very absorbed in their work.
en_3514	The ice at the rink has many ruts. I think the maintenance crew is slipping up.
en_3515	OLD JANITORS never die they just get swept up.
en_3522	Dorothy and Toto found to their horror that tornadoes really could raze a house.
en_3524	She's a composer who has scores of works to her credit.
en_3534	When the butter melted, it was rendered useless.
en_3541	Bill Gates took advantage of his Windows of opportunity
en_3550	Some mathematicians are reluctant to cosine a loan.
en_3551	Treat yourself to one of our Sundays.
en_3552	I always believed my body was a prison for me. I was right, in biology I learnt they were made of cells.
en_3561	Five brothers wanted to buy a horse, so they all had to pony up.
en_3568	The store clerk lost his job, so he set up a kiosk in the mall to vend for himself.
en_3571	A motorcycle rider with bad teeth is the leader of the plaque.
en_3587	Many are content to live in a coal mine and never see the son.
en_3589	The cat took up computer lessons in hopes of mastering its grip on a mouse.
en_3591	The invisible cows were herd but not seen.
en_3593	If you jump to conclusions, you make terrible landings.
en_3598	OLD PHOTOGRAPHERS never die they just stop developing.
en_3599	OLD HELICOPTER PILOTS never die, they just lose their choppers.
en_3600	We don’t read palms; we wave them.
en_3603	Do you ever get tired of sleeping?
en_3604	Two airline pilots in a stand - up comedy did a takeoff.
en_3613	The melody kept on playing until it became a strain.
en_3616	Sellers of dried grapes are always raisin awareness.
en_3623	Getting your driver's license is a right of passage.
en_3627	A waist is a terrible thing to mind.
en_3629	My name is Faith. I'm a minister.
en_3630	Rabbits like their beer brewed with a lot of hops.
en_3632	Ancient scribes who hired Aztec writers had to make sure the Inca was dry.
en_3636	She was only a Fruit vender's daughter, but, oh, what a peach.
en_3642	Absent the fungus, the story had no morel
en_3643	When the tornado went through town it was quite a blow.
en_3645	Back when the news was written on clay tablets there was a lot of breaking news.
en_3648	A city worker who campaigned for new sewer pipes finally had to go underground.
en_3660	He is an excellent soup maker. You might say he is consomme professional.
en_3661	Although he perfected his comic routines on the mainland, his best audiences were in the aisles.
en_3666	He cussed in his sleep all night and woke up all swore out.
en_3667	When the glassblower inhaled he got a pane in the stomach.
en_3668	A boy told his parents he wanted to raise goats for a living, but he was only kidding.
en_3669	I went to prom with a broken leg. During the slow dances my date could tell that I had a crutch on her.
en_3670	Fight Truth Decay … Study The Bible Daily
en_3671	The earliest mention of cars is in the Bible when Adam and Eve were driven out of the Garden of Eden.
en_3675	Old math profs never die -- they just use strange expressions.
en_3676	Sailors like to seas opportunities.
en_3678	Scientists allow us to see the sun in a different light.
en_3679	He bought a donkey because he thought he might get a kick out of it.
en_3680	He avoided funerals because he was not a mourning person.
en_3682	I'm not sure about Heisenberg, said Tom uncertainly.
en_3683	She was only a Real estate agent's daughter, but she gave a lot away.
en_3684	Stolen eggs are poached.
en_3692	A bee keeper will sell you honey with swarm wishes.
en_3694	OLD LANDSCAPERS never die, they just get weeded out.
en_3695	they stand best who kneel most
en_3701	I used to think I'd hate Italian food, but I finally decided to give pizza a chance.
en_3704	When it got stuck in the mud my car had to be toad.
en_3714	No bungee cords, but we encourage leaps of faith.
en_3718	Those who hate classical music have my symphony.
en_3719	The place that made rubber balls almost went bankrupt, but they bounced back.
en_3722	OLD SCULPTORS never die they just lose their marbles.
en_3726	My name is Cookie, I'm a baker.
en_3734	I used to work in a blanket factory but it folded.
en_3742	A locksmith has to have a good Combination of skills.
en_3743	Waiter, my bill please. - How did you find your luncheon, sir? - With a magnifying glass.
en_3745	When Caesar entered the Senate all hail broke loose.
en_3748	Santa goes down the chimney because it soots him.
